machine_id,bucket,time_us,total_cpu,peak_cpu,total_mem,peak_mem,disk_io,n_tasks
1,5785756,1735726800000000,0.085032,0.09396,0.32739,0.334894,0.0,2
1,5785757,1735727100000000,0.076424,0.107184,0.297577,0.321348,0.0,0
1,5785758,1735727400000000,0.096339,0.101182,0.31714,0.352266,0.0,2
1,5785759,1735727700000000,0.048602,0.104457,0.342367,0.357346,0.0,1
1,5785760,1735728000000000,0.058484,0.075046,0.320589,0.324634,0.0,2
1,5785761,1735728300000000,0.053322,0.077487,0.332271,0.364709,0.0,3
1,5785762,1735728600000000,0.062983,0.094513,0.348847,0.368118,0.0,4
1,5785763,1735728900000000,0.04522,0.078548,0.300833,0.323409,0.0,4
1,5785764,1735729200000000,0.081433,0.081566,0.358751,0.398037,0.0,1
1,5785765,1735729500000000,0.066,0.074966,0.338254,0.362542,0.0,6
1,5785766,1735729800000000,0.043525,0.112547,0.265841,0.282841,0.0,2
1,5785767,1735730100000000,0.05172,0.051818,0.375794,0.390593,0.0,3
1,5785768,1735730400000000,0.075643,0.116297,0.306445,0.32315,0.0,1
1,5785769,1735730700000000,0.085086,0.124246,0.263576,0.268312,0.0,2
1,5785770,1735731000000000,0.105941,0.132589,0.295278,0.327068,0.0,2
1,5785771,1735731300000000,0.12245,0.156956,0.302016,0.335524,0.0,1
1,5785772,1735731600000000,0.077459,0.139906,0.329198,0.340574,0.0,4
1,5785773,1735731900000000,0.052188,0.119485,0.307312,0.319464,0.0,0
1,5785774,1735732200000000,0.031623,0.052451,0.297595,0.332568,0.0,1
1,5785775,1735732500000000,0.074819,0.100618,0.350975,0.351933,0.0,0
1,5785776,1735732800000000,0.055367,0.074766,0.332974,0.353792,0.0,5
1,5785777,1735733100000000,0.062524,0.100913,0.334525,0.353072,0.0,2
1,5785778,1735733400000000,0.058982,0.113643,0.337037,0.364642,0.0,3
1,5785779,1735733700000000,0.067466,0.085726,0.348258,0.354794,0.0,1
1,5785780,1735734000000000,0.089188,0.115647,0.246898,0.273631,0.0,2
1,5785781,1735734300000000,0.072827,0.147258,0.310912,0.325981,0.0,3
1,5785782,1735734600000000,0.067145,0.07103,0.236292,0.261041,0.0,0
1,5785783,1735734900000000,0.051358,0.08822,0.319418,0.321022,0.0,1
1,5785784,1735735200000000,0.039856,0.09678,0.313764,0.332233,0.0,2
1,5785785,1735735500000000,0.061246,0.073283,0.363258,0.384148,0.0,2
1,5785786,1735735800000000,0.069032,0.072822,0.371667,0.38024,0.0,3
1,5785787,1735736100000000,0.101823,0.112879,0.343749,0.349334,0.0,4
1,5785788,1735736400000000,0.072345,0.145851,0.305306,0.312845,0.0,0
1,5785789,1735736700000000,0.087689,0.08843,0.350098,0.363863,0.0,1
1,5785790,1735737000000000,0.061013,0.076078,0.300238,0.30411,0.0,3
1,5785791,1735737300000000,0.048671,0.051174,0.316979,0.354872,0.0,2
1,5785792,1735737600000000,0.052628,0.061478,0.357865,0.374065,0.0,0
1,5785793,1735737900000000,0.056946,0.106558,0.29762,0.329979,0.0,0
1,5785794,1735738200000000,0.108312,0.127644,0.370137,0.409113,0.0,3
1,5785795,1735738500000000,0.055215,0.100752,0.346421,0.349651,0.0,4
1,5785796,1735738800000000,0.085093,0.132308,0.291591,0.317658,0.0,1
1,5785797,1735739100000000,0.053747,0.121702,0.357767,0.392624,0.0,4
1,5785798,1735739400000000,0.086768,0.087148,0.358312,0.383681,0.0,2
1,5785799,1735739700000000,0.076929,0.145199,0.331002,0.348163,0.0,2
1,5785800,1735740000000000,0.067181,0.11671,0.29302,0.310263,0.0,2
1,5785801,1735740300000000,0.069266,0.082286,0.289875,0.291311,0.0,2
1,5785802,1735740600000000,0.058214,0.120049,0.298868,0.320252,0.0,3
1,5785803,1735740900000000,0.078029,0.146469,0.349014,0.388756,0.0,0
1,5785804,1735741200000000,0.06181,0.082151,0.283409,0.321757,0.0,0
1,5785805,1735741500000000,0.047939,0.121443,0.334279,0.335895,0.0,2
1,5785806,1735741800000000,0.046997,0.083354,0.266779,0.295011,0.0,1
1,5785807,1735742100000000,0.073107,0.121381,0.317425,0.329495,0.0,3
1,5785808,1735742400000000,0.098424,0.177196,0.338834,0.374954,0.0,3
1,5785809,1735742700000000,0.07288,0.101803,0.423313,0.425118,0.0,1
1,5785810,1735743000000000,0.067865,0.132917,0.26866,0.306095,0.0,5
1,5785811,1735743300000000,0.075145,0.100617,0.385181,0.41868,0.0,2
1,5785812,1735743600000000,0.093508,0.157445,0.338722,0.343422,0.0,5
1,5785813,1735743900000000,0.073949,0.122008,0.342329,0.344722,0.0,1
1,5785814,1735744200000000,0.062603,0.079912,0.326645,0.360033,0.0,1
1,5785815,1735744500000000,0.089913,0.123035,0.349259,0.355489,0.0,2
1,5785816,1735744800000000,0.077718,0.103128,0.321054,0.34245,0.0,1
1,5785817,1735745100000000,0.097644,0.103892,0.392337,0.428967,0.0,2
1,5785818,1735745400000000,0.073298,0.075685,0.307396,0.330093,0.0,6
1,5785819,1735745700000000,0.04796,0.075678,0.362075,0.377965,0.0,5
1,5785820,1735746000000000,0.045373,0.046896,0.290106,0.307907,0.0,2
1,5785821,1735746300000000,0.099717,0.112956,0.332491,0.335015,0.0,3
1,5785822,1735746600000000,0.101026,0.159041,0.292481,0.331231,0.0,4
1,5785823,1735746900000000,0.066769,0.123416,0.34157,0.353996,0.0,5
1,5785824,1735747200000000,0.063103,0.122189,0.379891,0.387465,0.0,3
1,5785825,1735747500000000,0.096306,0.121678,0.330613,0.342055,0.0,1
1,5785826,1735747800000000,0.050073,0.121275,0.30965,0.348225,0.0,3
1,5785827,1735748100000000,0.053895,0.101401,0.274279,0.27805,0.0,2
1,5785828,1735748400000000,0.08158,0.091662,0.319381,0.354073,0.0,4
1,5785829,1735748700000000,0.062897,0.074395,0.258302,0.286616,0.0,1
1,5785830,1735749000000000,0.069908,0.125355,0.287953,0.321153,0.0,3
1,5785831,1735749300000000,0.067058,0.080894,0.332542,0.371578,0.0,1
1,5785832,1735749600000000,0.076076,0.11666,0.379387,0.413073,0.0,4
1,5785833,1735749900000000,0.095335,0.174677,0.445736,0.483471,0.0,3
1,5785834,1735750200000000,0.071631,0.071951,0.301607,0.306685,0.0,4
1,5785835,1735750500000000,0.081591,0.082917,0.385969,0.4178,0.0,2
1,5785836,1735750800000000,0.033097,0.112544,0.321334,0.343161,0.0,4
1,5785837,1735751100000000,0.069123,0.115894,0.318143,0.339883,0.0,5
1,5785838,1735751400000000,0.341911,0.352064,0.436973,0.47293,0.001253,1
1,5785839,1735751700000000,0.335151,0.406935,0.419779,0.458652,0.05993,3
1,5785840,1735752000000000,0.341283,0.411713,0.423865,0.452058,0.116381,3
1,5785841,1735752300000000,0.063986,0.106882,0.306062,0.325379,0.0,3
1,5785842,1735752600000000,0.086486,0.13623,0.274346,0.292602,0.0,7
1,5785843,1735752900000000,0.046125,0.06798,0.254399,0.269852,0.0,4
1,5785844,1735753200000000,0.070551,0.074593,0.350823,0.365287,0.0,3
1,5785845,1735753500000000,0.061285,0.10885,0.310382,0.326042,0.0,2
1,5785846,1735753800000000,0.064102,0.087682,0.298592,0.302182,0.0,2
1,5785847,1735754100000000,0.08805,0.141139,0.331158,0.334255,0.0,2
1,5785848,1735754400000000,0.079686,0.146586,0.359687,0.390882,0.0,4
1,5785849,1735754700000000,0.094073,0.095526,0.34014,0.357983,0.0,2
1,5785850,1735755000000000,0.067219,0.114876,0.297284,0.334512,0.0,5
1,5785851,1735755300000000,0.057473,0.075975,0.369167,0.393656,0.0,0
1,5785852,1735755600000000,0.065971,0.135882,0.386257,0.387664,0.0,1
1,5785853,1735755900000000,0.074365,0.094658,0.34581,0.352111,0.0,1
1,5785854,1735756200000000,0.301994,0.350855,0.444644,0.452877,0.060859,7
1,5785855,1735756500000000,0.279296,0.323579,0.447432,0.486462,0.079698,1
1,5785856,1735756800000000,0.300444,0.332137,0.450359,0.459108,0.077526,2
1,5785857,1735757100000000,0.302923,0.357133,0.430587,0.451217,0.021335,0
1,5785858,1735757400000000,0.115315,0.173376,0.364294,0.401741,0.0,2
1,5785859,1735757700000000,0.103783,0.149138,0.357111,0.396198,0.0,5
1,5785860,1735758000000000,0.054642,0.115315,0.275231,0.284685,0.0,2
1,5785861,1735758300000000,0.064827,0.1435,0.350718,0.352683,0.0,5
1,5785862,1735758600000000,0.043658,0.0772,0.261048,0.267192,0.0,1
1,5785863,1735758900000000,0.059367,0.100534,0.288995,0.291528,0.0,1
1,5785864,1735759200000000,0.075681,0.076678,0.378631,0.386436,0.0,2
1,5785865,1735759500000000,0.091705,0.155388,0.365706,0.388448,0.0,4
1,5785866,1735759800000000,0.056876,0.098495,0.379403,0.415901,0.0,2
1,5785867,1735760100000000,0.058225,0.090862,0.309512,0.331001,0.0,6
1,5785868,1735760400000000,0.031349,0.038875,0.264882,0.289922,0.0,2
1,5785869,1735760700000000,0.067072,0.138245,0.313858,0.321932,0.0,1
1,5785870,1735761000000000,0.050877,0.082477,0.321888,0.353911,0.0,0
1,5785871,1735761300000000,0.06047,0.115077,0.324324,0.349036,0.0,4
1,5785872,1735761600000000,0.054217,0.066166,0.364323,0.398888,0.0,1
1,5785873,1735761900000000,0.068303,0.145227,0.309455,0.347409,0.0,3
1,5785874,1735762200000000,0.038361,0.052636,0.327508,0.341424,0.0,4
1,5785875,1735762500000000,0.043593,0.059557,0.275713,0.279336,0.0,7
1,5785876,1735762800000000,0.108326,0.177045,0.355927,0.364964,0.0,3
1,5785877,1735763100000000,0.046826,0.119833,0.316514,0.334027,0.0,2
1,5785878,1735763400000000,0.050258,0.06723,0.287598,0.325426,0.0,1
1,5785879,1735763700000000,0.103064,0.140649,0.326639,0.341772,0.0,3
1,5785880,1735764000000000,0.122291,0.180971,0.335435,0.366266,0.0,4
1,5785881,1735764300000000,0.048912,0.119181,0.306313,0.327932,0.0,3
1,5785882,1735764600000000,0.063372,0.093696,0.393034,0.400346,0.0,5
1,5785883,1735764900000000,0.076148,0.11751,0.322714,0.335543,0.0,3
1,5785884,1735765200000000,0.101117,0.160454,0.325635,0.351763,0.0,4
1,5785885,1735765500000000,0.052237,0.110727,0.234385,0.261299,0.0,5
1,5785886,1735765800000000,0.065585,0.128222,0.287186,0.304577,0.0,4
1,5785887,1735766100000000,0.083992,0.129587,0.318874,0.32802,0.0,4
1,5785888,1735766400000000,0.077826,0.086195,0.299805,0.328681,0.0,3
1,5785889,1735766700000000,0.063229,0.135547,0.377399,0.384153,0.0,1
1,5785890,1735767000000000,0.067591,0.136837,0.317059,0.354526,0.0,4
1,5785891,1735767300000000,0.045252,0.1091,0.367376,0.374892,0.0,3
1,5785892,1735767600000000,0.065713,0.073702,0.325468,0.32976,0.0,1
1,5785893,1735767900000000,0.065205,0.081557,0.324311,0.344217,0.0,2
1,5785894,1735768200000000,0.074179,0.133667,0.322411,0.343193,0.0,2
1,5785895,1735768500000000,0.060004,0.061855,0.321153,0.341481,0.0,2
1,5785896,1735768800000000,0.078488,0.156826,0.396223,0.413689,0.0,2
1,5785897,1735769100000000,0.088229,0.1184,0.238096,0.277888,0.0,3
1,5785898,1735769400000000,0.072798,0.130343,0.245417,0.264869,0.0,3
1,5785899,1735769700000000,0.076332,0.147337,0.304989,0.324107,0.0,2
1,5785900,1735770000000000,0.070957,0.102527,0.325416,0.342287,0.0,1
1,5785901,1735770300000000,0.070002,0.095532,0.352105,0.354778,0.0,3
1,5785902,1735770600000000,0.057012,0.105711,0.338878,0.362596,0.0,7
1,5785903,1735770900000000,0.075697,0.122176,0.311124,0.320243,0.0,1
1,5785904,1735771200000000,0.068249,0.10098,0.364649,0.390153,0.0,0
1,5785905,1735771500000000,0.107677,0.155819,0.378895,0.380928,0.0,5
1,5785906,1735771800000000,0.09832,0.173151,0.341774,0.38103,0.0,2
1,5785907,1735772100000000,0.076945,0.114356,0.365437,0.384197,0.0,4
1,5785908,1735772400000000,0.056265,0.072004,0.330599,0.366469,0.0,1
1,5785909,1735772700000000,0.049977,0.080153,0.295033,0.314055,0.0,1
1,5785910,1735773000000000,0.091441,0.122969,0.359917,0.36233,0.0,1
1,5785911,1735773300000000,0.325068,0.335557,0.418198,0.451087,0.055442,6
1,5785912,1735773600000000,0.328981,0.342011,0.415197,0.441124,0.015007,10
1,5785913,1735773900000000,0.288936,0.343701,0.460046,0.491316,0.02427,2
1,5785914,1735774200000000,0.086694,0.113852,0.232308,0.249435,0.0,2
1,5785915,1735774500000000,0.07818,0.154571,0.270656,0.296173,0.0,1
1,5785916,1735774800000000,0.285034,0.304522,0.352279,0.386528,0.014319,2
1,5785917,1735775100000000,0.296535,0.304448,0.389257,0.414499,0.04411,1
1,5785918,1735775400000000,0.309769,0.370049,0.398235,0.412142,0.009934,4
1,5785919,1735775700000000,0.305966,0.376449,0.346795,0.373296,0.016424,5
1,5785920,1735776000000000,0.064741,0.08699,0.283253,0.310127,0.0,3
1,5785921,1735776300000000,0.068137,0.084304,0.289414,0.327838,0.0,4
1,5785922,1735776600000000,0.065464,0.080326,0.42121,0.436046,0.0,2
1,5785923,1735776900000000,0.072746,0.114507,0.397531,0.414534,0.0,0
1,5785924,1735777200000000,0.096487,0.13396,0.3173,0.349785,0.0,3
1,5785925,1735777500000000,0.0238,0.044555,0.293787,0.314017,0.0,2
1,5785926,1735777800000000,0.065737,0.069351,0.27704,0.306503,0.0,0
1,5785927,1735778100000000,0.073177,0.111697,0.249287,0.267675,0.0,3
1,5785928,1735778400000000,0.075328,0.152074,0.32169,0.330309,0.0,5
1,5785929,1735778700000000,0.063306,0.115507,0.282243,0.312051,0.0,3
1,5785930,1735779000000000,0.038379,0.07802,0.310039,0.315285,0.0,1
1,5785931,1735779300000000,0.075904,0.084759,0.262558,0.270501,0.0,1
2,5785632,1735689600000000,0.085737,0.129951,0.347107,0.358075,0.0,4
2,5785633,1735689900000000,0.052326,0.086912,0.423373,0.452544,0.0,1
2,5785634,1735690200000000,0.348932,0.415069,0.476133,0.488519,0.036774,2
2,5785635,1735690500000000,0.366288,0.439012,0.456935,0.47854,0.031634,3
2,5785636,1735690800000000,0.10107,0.175639,0.33195,0.368879,0.0,3
2,5785637,1735691100000000,0.03552,0.080664,0.234882,0.256453,0.0,2
2,5785638,1735691400000000,0.07501,0.110382,0.273362,0.298043,0.0,1
2,5785639,1735691700000000,0.045231,0.10165,0.367143,0.370072,0.0,2
2,5785640,1735692000000000,0.058582,0.125648,0.288913,0.296039,0.0,0
2,5785641,1735692300000000,0.06344,0.108479,0.294234,0.298272,0.0,2
2,5785642,1735692600000000,0.062431,0.118429,0.315225,0.345817,0.0,2
2,5785643,1735692900000000,0.060392,0.12037,0.278655,0.312092,0.0,2
2,5785644,1735693200000000,0.07013,0.124241,0.275475,0.282933,0.0,3
2,5785645,1735693500000000,0.060365,0.120056,0.319109,0.32788,0.0,1
2,5785646,1735693800000000,0.043676,0.060367,0.279625,0.292554,0.0,1
2,5785647,1735694100000000,0.084038,0.123908,0.299772,0.323416,0.0,2
2,5785648,1735694400000000,0.083552,0.130613,0.297995,0.322867,0.0,0
2,5785649,1735694700000000,0.085177,0.085375,0.350706,0.378177,0.0,3
2,5785650,1735695000000000,0.042267,0.110744,0.305508,0.341716,0.0,1
2,5785651,1735695300000000,0.075381,0.124182,0.31924,0.331042,0.0,4
2,5785652,1735695600000000,0.082168,0.092499,0.352637,0.378987,0.0,1
2,5785653,1735695900000000,0.051438,0.116747,0.312322,0.334711,0.0,5
2,5785654,1735696200000000,0.070165,0.12753,0.313428,0.325661,0.0,3
2,5785655,1735696500000000,0.067907,0.128571,0.342586,0.378882,0.0,3
2,5785656,1735696800000000,0.103159,0.134522,0.362833,0.366653,0.0,1
2,5785657,1735697100000000,0.104641,0.172977,0.330741,0.359221,0.0,1
2,5785658,1735697400000000,0.040042,0.073164,0.317239,0.346354,0.0,0
2,5785659,1735697700000000,0.114891,0.160531,0.30894,0.345553,0.0,2
2,5785660,1735698000000000,0.053526,0.053577,0.284307,0.30505,0.0,7
2,5785661,1735698300000000,0.303284,0.354873,0.436915,0.44978,0.007562,2
2,5785662,1735698600000000,0.3031,0.360554,0.423883,0.456992,0.002054,3
2,5785663,1735698900000000,0.267709,0.313078,0.41191,0.442742,0.027259,4
2,5785664,1735699200000000,0.078879,0.118604,0.338842,0.358854,0.0,1
2,5785665,1735699500000000,0.068064,0.132859,0.325671,0.356385,0.0,4
2,5785666,1735699800000000,0.079978,0.134488,0.355849,0.366564,0.0,4
2,5785667,1735700100000000,0.074152,0.096398,0.363358,0.386938,0.0,2
2,5785668,1735700400000000,0.091534,0.16826,0.368486,0.403093,0.0,2
2,5785669,1735700700000000,0.071357,0.127939,0.320944,0.333663,0.0,3
2,5785670,1735701000000000,0.066978,0.146013,0.378922,0.398264,0.0,3
2,5785671,1735701300000000,0.089729,0.16743,0.340544,0.378585,0.0,4
2,5785672,1735701600000000,0.080447,0.15396,0.353452,0.38538,0.0,4
2,5785673,1735701900000000,0.322927,0.383356,0.424308,0.459789,0.096287,0
2,5785674,1735702200000000,0.297791,0.346546,0.414107,0.429517,0.03261,1
2,5785675,1735702500000000,0.290939,0.304713,0.372399,0.412259,0.05227,4
2,5785676,1735702800000000,0.299535,0.343003,0.432891,0.438994,0.019319,3
2,5785677,1735703100000000,0.058825,0.120055,0.434401,0.455151,0.0,3
2,5785678,1735703400000000,0.084152,0.12582,0.314461,0.333632,0.0,1
2,5785679,1735703700000000,0.087568,0.157027,0.333488,0.365426,0.0,3
2,5785680,1735704000000000,0.067208,0.07598,0.305674,0.342019,0.0,3
2,5785681,1735704300000000,0.095757,0.126232,0.313994,0.34324,0.0,2
2,5785682,1735704600000000,0.094632,0.13511,0.394899,0.419972,0.0,1
2,5785683,1735704900000000,0.074381,0.108967,0.299115,0.316212,0.0,3
2,5785684,1735705200000000,0.055206,0.063893,0.300359,0.320772,0.0,4
2,5785685,1735705500000000,0.098357,0.110639,0.270925,0.291297,0.0,3
2,5785686,1735705800000000,0.068902,0.135911,0.293811,0.294626,0.0,4
